timestamp,node,name,seq,vrms,irms,p,rssi,snr,ferr,status
2026-06-27 13:35:55,2,NODO_2,3556,219.8,1.8,395.64,-35.0,13.0,23.25,OK
2026-06-27 13:35:55,1,NODO_1,3555,220.5,3.25,716.63,-45.0,12.5,-193.75,OK
2026-06-27 13:35:57,2,NODO_2,3557,219.8,1.8,395.64,-35.0,12.5,23.25,OK
2026-06-27 13:35:57,1,NODO_1,3556,220.5,3.25,716.63,-45.0,12.5,-193.75,OK
2026-06-27 13:35:59,2,NODO_2,3558,219.8,1.8,395.64,-35.0,12.5,23.25,OK
2026-06-27 13:35:59,1,NODO_1,3557,220.5,3.25,716.63,-45.0,12.25,-209.25,OK
2026-06-27 13:36:01,2,NODO_2,3559,219.8,1.8,395.64,-35.0,12.5,23.25,OK
2026-06-27 13:36:01,1,NODO_1,3558,220.5,3.25,716.63,-48.0,13.0,-209.25,OK
2026-06-27 13:36:03,2,NODO_2,3560,219.8,1.8,395.64,-35.0,12.25,23.25,OK
2026-06-27 13:36:03,1,NODO_1,3559,220.5,3.25,716.63,-48.0,13.25,-209.25,OK
2026-06-27 13:36:05,2,NODO_2,3561,219.8,1.8,395.64,-35.0,12.5,23.25,OK
2026-06-27 13:36:05,1,NODO_1,3560,220.5,3.25,716.63,-46.0,12.25,-209.25,OK
2026-06-27 13:36:07,2,NODO_2,3562,219.8,1.8,395.64,-37.0,12.0,23.25,OK
2026-06-27 13:36:07,1,NODO_1,3561,220.5,3.25,716.63,-50.0,12.5,-193.75,OK
2026-06-27 13:36:09,2,NODO_2,3563,219.8,1.8,395.64,-38.0,12.75,7.75,OK
2026-06-27 13:36:09,1,NODO_1,3562,220.5,3.25,716.63,-48.0,12.75,-193.75,OK
2026-06-27 13:36:11,2,NODO_2,3564,219.8,1.8,395.64,-36.0,12.5,23.25,OK
2026-06-27 13:36:11,1,NODO_1,3563,220.5,3.25,716.63,-48.0,12.75,-193.75,OK
2026-06-27 13:36:13,2,NODO_2,3565,219.8,1.8,395.64,-35.0,12.5,7.75,OK
2026-06-27 13:36:13,1,NODO_1,3564,220.5,3.25,716.63,-50.0,12.5,-193.75,OK
2026-06-27 13:36:15,2,NODO_2,3566,219.8,1.8,395.64,-35.0,12.5,23.25,OK
2026-06-27 13:36:15,1,NODO_1,3565,220.5,3.25,716.63,-48.0,13.0,-193.75,OK
2026-06-27 13:36:17,2,NODO_2,3567,219.8,1.8,395.64,-35.0,12.0,23.25,OK
2026-06-27 13:36:17,1,NODO_1,3566,220.5,3.25,716.63,-50.0,12.75,-209.25,OK
2026-06-27 13:36:19,2,NODO_2,3568,219.8,1.8,395.64,-35.0,12.75,23.25,OK
2026-06-27 13:36:19,1,NODO_1,3567,220.5,3.25,716.63,-46.0,12.75,-209.25,OK
2026-06-27 13:36:21,2,NODO_2,3569,219.8,1.8,395.64,-35.0,12.25,23.25,OK
2026-06-27 13:36:21,1,NODO_1,3568,220.5,3.25,716.63,-43.0,12.5,-193.75,OK
2026-06-27 13:36:23,2,NODO_2,3570,219.8,1.8,395.64,-39.0,12.25,23.25,OK
2026-06-27 13:36:23,1,NODO_1,3569,220.5,3.25,716.63,-46.0,12.0,-209.25,OK
2026-06-27 13:36:25,2,NODO_2,3571,219.8,1.8,395.64,-39.0,12.5,23.25,OK
2026-06-27 13:36:25,1,NODO_1,3570,220.5,3.25,716.63,-46.0,13.0,-193.75,OK
2026-06-27 13:36:27,2,NODO_2,3572,219.8,1.8,395.64,-39.0,11.75,23.25,OK
2026-06-27 13:36:27,1,NODO_1,3571,220.5,3.25,716.63,-42.0,13.0,-193.75,OK
2026-06-27 13:36:29,2,NODO_2,3573,219.8,1.8,395.64,-37.0,13.5,23.25,OK
2026-06-27 13:36:29,1,NODO_1,3572,220.5,3.25,716.63,-43.0,12.5,-193.75,OK
2026-06-27 13:36:31,2,NODO_2,3574,219.8,1.8,395.64,-37.0,12.75,23.25,OK
2026-06-27 13:36:31,1,NODO_1,3573,220.5,3.25,716.63,-45.0,12.75,-209.25,OK
2026-06-27 13:36:33,2,NODO_2,3575,219.8,1.8,395.64,-40.0,12.5,23.25,OK
2026-06-27 13:36:33,1,NODO_1,3574,220.5,3.25,716.63,-44.0,12.25,-209.25,OK
2026-06-27 13:36:35,2,NODO_2,3576,219.8,1.8,395.64,-39.0,12.0,23.25,OK
2026-06-27 13:36:35,1,NODO_1,3575,220.5,3.25,716.63,-46.0,12.25,-193.75,OK
2026-06-27 13:36:37,2,NODO_2,3577,219.8,1.8,395.64,-39.0,12.75,23.25,OK
2026-06-27 13:36:37,1,NODO_1,3576,220.5,3.25,716.63,-51.0,11.75,-193.75,OK
2026-06-27 13:36:39,2,NODO_2,3578,219.8,1.8,395.64,-39.0,12.5,23.25,OK
2026-06-27 13:36:39,1,NODO_1,3577,220.5,3.25,716.63,-53.0,12.25,-193.75,OK
2026-06-27 13:36:41,2,NODO_2,3579,219.8,1.8,395.64,-40.0,12.25,7.75,OK
2026-06-27 13:36:41,1,NODO_1,3578,220.5,3.25,716.63,-47.0,12.25,-193.75,OK
2026-06-27 13:36:43,2,NODO_2,3580,219.8,1.8,395.64,-39.0,12.0,23.25,OK
2026-06-27 13:36:43,1,NODO_1,3579,220.5,3.25,716.63,-49.0,12.75,-209.25,OK
2026-06-27 13:36:45,2,NODO_2,3581,219.8,1.8,395.64,-36.0,12.5,23.25,OK
2026-06-27 13:36:45,1,NODO_1,3580,220.5,3.25,716.63,-35.0,12.5,-193.75,OK
2026-06-27 13:36:47,2,NODO_2,3582,219.8,1.8,395.64,-39.0,12.0,23.25,OK
2026-06-27 13:36:47,1,NODO_1,3581,220.5,3.25,716.63,-41.0,13.25,-193.75,OK
2026-06-27 13:36:49,2,NODO_2,3583,219.8,1.8,395.64,-39.0,12.5,23.25,OK
2026-06-27 13:36:49,1,NODO_1,3582,220.5,3.25,716.63,-39.0,12.5,-193.75,OK
2026-06-27 13:36:51,2,NODO_2,3584,219.8,1.8,395.64,-38.0,12.5,23.25,OK
2026-06-27 13:36:51,1,NODO_1,3583,220.5,3.25,716.63,-39.0,12.5,-193.75,OK
2026-06-27 13:36:53,2,NODO_2,3585,219.8,1.8,395.64,-38.0,12.75,23.25,OK
2026-06-27 13:36:53,1,NODO_1,3584,220.5,3.25,716.63,-36.0,11.75,-193.75,OK
2026-06-27 13:36:55,2,NODO_2,3586,219.8,1.8,395.64,-33.0,12.25,7.75,OK
2026-06-27 13:36:55,1,NODO_1,3585,220.5,3.25,716.63,-37.0,13.25,-193.75,OK
2026-06-27 13:36:57,2,NODO_2,3587,219.8,1.8,395.64,-33.0,12.75,23.25,OK
2026-06-27 13:36:57,1,NODO_1,3586,220.5,3.25,716.63,-39.0,12.0,-193.75,OK
2026-06-27 13:36:59,2,NODO_2,3588,219.8,1.8,395.64,-34.0,12.5,23.25,OK
2026-06-27 13:36:59,1,NODO_1,3587,220.5,3.25,716.63,-38.0,13.0,-193.75,OK
2026-06-27 13:37:01,2,NODO_2,3589,219.8,1.8,395.64,-33.0,12.25,23.25,OK
2026-06-27 13:37:01,1,NODO_1,3588,220.5,3.25,716.63,-37.0,12.75,-193.75,OK
2026-06-27 13:37:03,2,NODO_2,3590,219.8,1.8,395.64,-33.0,11.75,23.25,OK
2026-06-27 13:37:03,1,NODO_1,3589,220.5,3.25,716.63,-36.0,12.25,-193.75,OK
2026-06-27 13:37:05,2,NODO_2,3591,219.8,1.8,395.64,-33.0,12.25,23.25,OK
2026-06-27 13:37:05,1,NODO_1,3590,220.5,3.25,716.63,-39.0,12.25,-193.75,OK
2026-06-27 13:37:07,2,NODO_2,3592,219.8,1.8,395.64,-33.0,12.0,23.25,OK
2026-06-27 13:37:07,1,NODO_1,3591,220.5,3.25,716.63,-40.0,12.5,-193.75,OK
